AccessionVersion,Size,TaxPhylum,numBGCs
NC_013409.1,4704,Euryarchaeota,0
NC_013417.1,7516,Actinobacteria,0
NC_013419.1,3448,Bacteroidetes,0
NC_013442.1,81410,Actinobacteria,0
NC_013448.1,4326,Actinobacteria,0
NC_013449.1,85518,Actinobacteria,1
NC_013451.1,1442,Firmicutes,0
NC_013452.1,4440,Firmicutes,0
NC_013453.1,17256,Firmicutes,0
NC_013500.1,4658,Proteobacteria,0
NC_013502.1,125133,Bacteroidetes,0
NC_013503.1,42644,Proteobacteria,0
NC_013505.1,25652,Firmicutes,0
NC_013506.1,10270,Proteobacteria,0
NC_013507.1,67094,Proteobacteria,0
NC_013509.1,43703,Proteobacteria,0
NC_013513.1,5575,Proteobacteria,0
NC_013514.1,27815,Firmicutes,0
NC_013516.1,10702,Fusobacteria,0
NC_013518.1,54160,Fusobacteria,0
NC_013519.1,13648,Fusobacteria,0
NC_013531.1,88604,Actinobacteria,0
NC_013533.1,80600,Firmicutes,0
NC_013534.1,6817,Firmicutes,0
NC_013536.1,2272,Euryarchaeota,0
NC_013537.1,6704,Firmicutes,0
NC_013538.1,5841,Actinobacteria,0
NC_013539.1,4738,Firmicutes,0
NC_013540.1,7975,Firmicutes,0
NC_013541.1,2140,Firmicutes,0
NC_013542.1,70057,Proteobacteria,0
NC_013543.1,19882,Firmicutes,0
NC_013544.1,8554,Firmicutes,0
NC_013545.1,144170,Proteobacteria,0
NC_013546.1,5486,Proteobacteria,0
NC_013547.1,9897,Proteobacteria,0
NC_013548.1,2306,Proteobacteria,0
NC_013549.1,6521,Proteobacteria,0
NC_013550.1,17334,Firmicutes,1
NC_013551.1,13332,Firmicutes,0
NC_013589.1,5159,Proteobacteria,0
NC_013596.1,28204,Actinobacteria,0
NC_013636.1,6114,Proteobacteria,0
NC_013652.1,2330,Proteobacteria,0
NC_013653.1,41715,Firmicutes,0
NC_013655.1,122345,Proteobacteria,0
NC_013657.1,37510,Firmicutes,1
NC_013667.2,14288,Actinobacteria,0
NC_013717.1,54449,Proteobacteria,0
NC_013718.1,39265,Proteobacteria,0
NC_013719.1,3910,Proteobacteria,0
NC_013726.1,24235,Actinobacteria,0
NC_013727.1,70275,Proteobacteria,0
NC_013728.1,111481,Proteobacteria,0
NC_013742.1,2801,Euryarchaeota,0
NC_013744.1,698495,Euryarchaeota,1
NC_013745.1,413648,Euryarchaeota,0
NC_013746.1,180781,Euryarchaeota,0
NC_013747.1,171943,Euryarchaeota,0
NC_013748.1,71062,Euryarchaeota,0
NC_013749.1,15815,Euryarchaeota,0
NC_013767.1,77054,Firmicutes,0
NC_013775.1,9631,Proteobacteria,0
NC_013776.1,2334,Firmicutes,0
NC_013779.1,18219,Actinobacteria,0
NC_013780.1,3680,Proteobacteria,0
NC_013782.1,3071,Proteobacteria,0
NC_013783.1,1594,Firmicutes,0
NC_013784.1,37066,Proteobacteria,0
NC_013785.1,33915,Proteobacteria,0
NC_013786.1,32801,Proteobacteria,0
NC_013787.1,32400,Proteobacteria,0
NC_013788.1,30952,Proteobacteria,0
NC_013789.1,2968,Firmicutes,0
NC_013792.1,285222,Firmicutes,1
NC_013793.1,105029,Firmicutes,0
NC_013852.1,102242,Proteobacteria,0
NC_013855.1,1455109,Proteobacteria,6
NC_013856.1,723779,Proteobacteria,0
NC_013857.1,681723,Proteobacteria,0
NC_013858.1,628837,Proteobacteria,2
NC_013859.1,537299,Proteobacteria,0
NC_013860.1,261596,Proteobacteria,1
NC_013862.1,39929,Proteobacteria,0
NC_013888.1,12197,Euryarchaeota,0
NC_013923.1,378348,Euryarchaeota,1
NC_013924.1,254950,Euryarchaeota,0
NC_013925.1,58487,Euryarchaeota,0
NC_013930.1,240256,Proteobacteria,0
NC_013937.1,22852,Proteobacteria,0
NC_013938.1,18344,Proteobacteria,0
NC_013942.1,66001,Proteobacteria,0
NC_013945.1,28613,Firmicutes,0
NC_013950.1,94219,Proteobacteria,0
NC_013951.1,147416,Proteobacteria,0
NC_013952.1,3178,Firmicutes,0
NC_013954.1,2590,Proteobacteria,0
NC_013957.1,28259,Proteobacteria,0
NC_013958.1,65833,Proteobacteria,0
NC_013962.1,7737,Proteobacteria,0
NC_013963.1,16492,Firmicutes,0
NC_013964.1,437906,Euryarchaeota,1
NC_013965.1,6359,Euryarchaeota,0
NC_013966.1,635786,Euryarchaeota,0
NC_013968.1,85092,Euryarchaeota,0
NC_013969.1,1365,Firmicutes,0
NC_013970.2,5297,Proteobacteria,0
NC_013972.1,28243,Proteobacteria,0
NC_013973.1,71487,Proteobacteria,0
NC_014003.1,5698,Proteobacteria,0
NC_014005.1,31776,Proteobacteria,0
NC_014007.1,190974,Proteobacteria,1
NC_014009.1,5398,Proteobacteria,0
NC_014015.1,5031,Firmicutes,0
NC_014016.1,113637,Proteobacteria,0
NC_014017.1,68342,Proteobacteria,0
NC_014022.1,94251,Proteobacteria,0
NC_014023.1,164406,Firmicutes,1
NC_014025.1,66985,Firmicutes,1
NC_014026.1,11229,Bacteroidetes,0
NC_014027.1,9609,Proteobacteria,0
NC_014028.1,56529,Bacteroidetes,0
NC_014030.1,61373,Bacteroidetes,0
NC_014031.1,99694,Firmicutes,0
NC_014035.1,132962,Proteobacteria,0
NC_014104.1,8439,Firmicutes,0
NC_014105.1,42004,Proteobacteria,0
NC_014107.1,199562,Proteobacteria,0
NC_014108.1,84653,Proteobacteria,0
NC_014110.1,12205,Euryarchaeota,0
NC_014111.1,25105,Proteobacteria,0
NC_014113.1,24372,Proteobacteria,0
NC_014115.1,13015,Euryarchaeota,0
NC_014120.1,489136,Proteobacteria,2
NC_014124.1,128921,Proteobacteria,0
NC_014131.1,21055,Firmicutes,0
NC_014132.1,23275,Firmicutes,0
NC_014133.1,21924,Firmicutes,0
NC_014134.1,29616,Firmicutes,0
NC_014135.1,3196,Firmicutes,0
NC_014144.1,46756,Proteobacteria,0
NC_014149.1,37010,Planctomycetes,0
NC_014156.1,6242,Firmicutes,0
NC_014157.1,84340,Bacteroidetes,0
NC_014159.1,99806,Actinobacteria,1
NC_014161.1,3148,Proteobacteria,0
NC_014162.1,1448,Proteobacteria,0
NC_014163.1,1216,Proteobacteria,0
NC_014164.1,3478,Firmicutes,0
NC_014167.1,28312,Actinobacteria,0
NC_014170.1,155327,Proteobacteria,0
NC_014172.1,312963,Firmicutes,1
NC_014208.1,54641,Proteobacteria,0
NC_014213.1,347854,Deinococcus-Thermus,0
NC_014214.1,124421,Deinococcus-Thermus,0
NC_014227.1,2734,Proteobacteria,0
NC_014231.1,53207,Proteobacteria,0
NC_014232.1,101857,Proteobacteria,0
NC_014233.1,55709,Proteobacteria,0
NC_014234.1,74575,Proteobacteria,0
NC_014235.1,7497,Proteobacteria,0
NC_014247.1,83100,Actinobacteria,0
NC_014249.1,109570,Cyanobacteria,0
NC_014250.1,21875,Cyanobacteria,0
NC_014254.1,163915,Euryarchaeota,0
NC_014255.1,32307,Firmicutes,0
NC_014257.1,6032,Proteobacteria,0
NC_014258.1,529676,Proteobacteria,3
NC_014298.1,406285,Euryarchaeota,1
NC_014299.1,363534,Euryarchaeota,0
NC_014300.1,44576,Euryarchaeota,0
NC_014301.1,44459,Euryarchaeota,0
NC_014302.1,23727,Euryarchaeota,0
NC_014303.1,6951,Euryarchaeota,0
NC_014304.1,102323,Proteobacteria,0
NC_014305.1,169778,Proteobacteria,0
NC_014308.1,12811,Proteobacteria,0
NC_014309.1,2163376,Proteobacteria,6
NC_014310.1,2085000,Proteobacteria,6
NC_014312.1,151188,Proteobacteria,0
NC_014316.1,39105,Proteobacteria,0
NC_014317.1,5611,Proteobacteria,0
NC_014331.1,181907,Firmicutes,0
NC_014332.1,94469,Firmicutes,0
NC_014333.1,14219,Firmicutes,0
NC_014354.1,3583,Proteobacteria,0
NC_014356.1,9042,Proteobacteria,0
NC_014367.1,2721,Firmicutes,0
NC_014368.1,79307,Proteobacteria,0
NC_014369.1,28150,Firmicutes,0
NC_014382.1,73801,Proteobacteria,1
NC_014383.1,92970,Proteobacteria,0
NC_014384.1,118525,Proteobacteria,0
NC_014385.1,144871,Proteobacteria,0
NC_014386.1,6414,Firmicutes,0
NC_014389.1,361399,Firmicutes,0
NC_014390.1,186325,Firmicutes,0
NC_014409.1,4440,Euryarchaeota,0
NC_014466.1,4328,Proteobacteria,0
NC_014475.1,48365,Firmicutes,0
NC_014477.1,93629,Proteobacteria,0
NC_014478.1,8187,Proteobacteria,0
NC_014495.1,57780,Firmicutes,0
NC_014496.1,79249,Firmicutes,0
NC_014502.1,291993,Cyanobacteria,0
NC_014503.1,47550,Cyanobacteria,0
NC_014504.1,43617,Cyanobacteria,0
NC_014508.2,32388,Firmicutes,0
NC_014533.1,879545,Cyanobacteria,4
NC_014534.1,473846,Cyanobacteria,2
NC_014535.1,13777,Cyanobacteria,0
NC_014543.1,4073,Proteobacteria,0
NC_014544.1,71826,Proteobacteria,1
NC_014548.1,8528,Actinobacteria,0
NC_014549.1,50407,Actinobacteria,0
NC_014553.1,5254,Firmicutes,0
NC_014556.1,8712,Proteobacteria,0
NC_014557.1,16543,Firmicutes,0
NC_014558.2,53560,Firmicutes,0
NC_014561.1,167983,Proteobacteria,0
NC_014563.1,165693,Proteobacteria,1
NC_014565.1,19899,Firmicutes,0
NC_014615.1,165657,Proteobacteria,0
NC_014617.1,4892,Firmicutes,0
NC_014619.1,3250,Firmicutes,0
NC_014620.1,13908,Firmicutes,1
NC_014621.1,268675,Proteobacteria,0
NC_014626.1,243645,Proteobacteria,0
NC_014627.1,1806,Firmicutes,0
NC_014628.2,510118,Firmicutes,0
NC_014633.1,961624,Fusobacteria,1
NC_014634.1,124226,Fusobacteria,0
NC_014641.1,98156,Proteobacteria,0
NC_014642.1,247895,Proteobacteria,0
NC_014653.1,153429,Proteobacteria,0
NC_014718.1,822304,Proteobacteria,5
NC_014719.1,15970,Firmicutes,0
NC_014723.1,172525,Proteobacteria,0
NC_014725.1,72832,Proteobacteria,0
NC_014726.1,85068,Firmicutes,0
NC_014728.1,6223,Firmicutes,0
NC_014731.1,339010,Euryarchaeota,0
NC_014732.1,194834,Euryarchaeota,0
NC_014735.1,362194,Euryarchaeota,0
NC_014736.1,210350,Euryarchaeota,1
NC_014737.1,17535,Euryarchaeota,0
NC_014750.1,4916,Bacteroidetes,0
NC_014753.1,135351,Deinococcus-Thermus,0
NC_014754.1,118585,Proteobacteria,0
NC_014755.1,71513,Proteobacteria,0
NC_014756.1,51014,Proteobacteria,0
NC_014757.1,56149,Firmicutes,1
NC_014763.1,3421,Proteobacteria,0
NC_014811.1,211864,Actinobacteria,0
NC_014812.1,23681,Actinobacteria,0
NC_014813.1,4613,Proteobacteria,0
NC_014818.1,244260,Proteobacteria,1
NC_014819.1,160346,Proteobacteria,0
NC_014824.1,420706,Firmicutes,0
NC_014825.1,352646,Firmicutes,0
NC_014826.1,15907,Firmicutes,0
NC_014827.1,7420,Firmicutes,0
NC_014832.1,20542,Proteobacteria,0
NC_014838.1,793953,Proteobacteria,3
NC_014839.1,394054,Proteobacteria,1
NC_014840.1,321080,Proteobacteria,0
NC_014841.1,318111,Proteobacteria,0
NC_014842.1,116877,Proteobacteria,0
NC_014843.1,110416,Proteobacteria,0
NC_014908.1,119718,Proteobacteria,0
NC_014911.1,78982,Proteobacteria,0
NC_014912.1,4215,Actinobacteria,0
NC_014913.1,8047,Actinobacteria,0
NC_014916.1,45057,Firmicutes,0
NC_014918.1,425539,Proteobacteria,0
NC_014919.1,3225,Firmicutes,0
NC_014936.1,1866,Firmicutes,0
NC_014957.1,56340,Planctomycetes,0
NC_014959.1,39032,Firmicutes,0
NC_014975.1,8383,Deinococcus-Thermus,0
NC_015053.1,4895,Actinobacteria,0
NC_015054.1,35044,Proteobacteria,0
NC_015055.1,16030,Proteobacteria,0
NC_015056.1,77072,Proteobacteria,0
NC_015062.1,616549,Proteobacteria,1
NC_015063.1,133486,Proteobacteria,0
NC_015066.1,3624,Actinobacteria,0
NC_015068.1,36085,Proteobacteria,0
NC_015146.1,190450,Actinobacteria,0
NC_015147.1,94456,Actinobacteria,0
NC_015148.1,65774,Firmicutes,0
NC_015149.1,85603,Firmicutes,0
NC_015154.1,95626,Proteobacteria,0
NC_015156.1,247271,Proteobacteria,2
NC_015162.1,195800,Deinococcus-Thermus,0
NC_015163.1,97188,Deinococcus-Thermus,0
NC_015165.1,40303,Bacteroidetes,1
NC_015166.1,6277,Bacteroidetes,0
NC_015168.1,19280,Bacteroidetes,1
NC_015169.1,314518,Deinococcus-Thermus,1
NC_015170.1,132270,Deinococcus-Thermus,0
NC_015171.1,4957,Firmicutes,0
NC_015173.2,37683,Firmicutes,0
NC_015175.1,5782,Proteobacteria,0
NC_015176.1,3191,Firmicutes,0
NC_015178.1,271573,Proteobacteria,0
NC_015179.1,54248,Proteobacteria,0
NC_015180.1,14328,Proteobacteria,0
NC_015181.1,12125,Proteobacteria,0
NC_015182.1,1729,Proteobacteria,0
NC_015184.1,601551,Proteobacteria,0
NC_015187.1,65564,Proteobacteria,0
NC_015188.1,40588,Proteobacteria,0
NC_015189.1,5178,Proteobacteria,0
NC_015213.1,7197,Firmicutes,0
NC_015218.1,12568,Firmicutes,0
NC_015219.1,20765,Firmicutes,0
NC_015255.1,36638,Firmicutes,0
NC_015256.1,21516,Firmicutes,0
NC_015257.1,23071,Firmicutes,0
NC_015258.1,69598,Proteobacteria,1
NC_015260.1,32501,Firmicutes,0
NC_015261.1,21231,Firmicutes,0
NC_015313.1,15063,Actinobacteria,0
NC_015314.1,192355,Actinobacteria,0
NC_015319.1,33688,Firmicutes,1
NC_015322.1,25284,Firmicutes,0
NC_015377.1,129399,Proteobacteria,0
NC_015378.1,128650,Proteobacteria,0
NC_015382.1,276215,Proteobacteria,2
NC_015383.1,403586,Proteobacteria,1
NC_015386.1,165572,Spirochaetes,0
NC_015390.1,50105,Firmicutes,0
NC_015392.1,7860,Proteobacteria,0
NC_015409.1,58295,Actinobacteria,0
NC_015417.1,203287,Firmicutes,0
NC_015418.1,80365,Firmicutes,0
NC_015419.1,12403,Firmicutes,0
NC_015420.1,52697,Firmicutes,0
NC_015421.1,10798,Firmicutes,0
NC_015423.1,75488,Proteobacteria,0
NC_015426.1,98732,Firmicutes,0
NC_015427.1,39648,Firmicutes,0
NC_015429.1,18513,Firmicutes,0
NC_015430.1,18019,Euryarchaeota,0
NC_015432.1,66104,Firmicutes,0
NC_015459.1,41205,Proteobacteria,0
NC_015461.1,6804,Proteobacteria,0
NC_015462.1,31972,Proteobacteria,0
NC_015471.1,54159,Euryarchaeota,0
NC_015472.1,21423,Proteobacteria,0
NC_015475.1,69704,Proteobacteria,0
NC_015509.1,5108,Firmicutes,0
NC_015511.1,164019,Bacteroidetes,0
NC_015512.1,143757,Bacteroidetes,0
NC_015513.1,92189,Bacteroidetes,0
NC_015515.1,10497,Proteobacteria,0
NC_015517.1,177718,Firmicutes,1
NC_015560.1,17897,Actinobacteria,0
NC_015561.1,106784,Actinobacteria,1
NC_015570.1,7132,Proteobacteria,0
NC_015575.1,8198,Proteobacteria,0
NC_015579.1,192103,Proteobacteria,1
NC_015582.1,48714,Proteobacteria,0
NC_015583.1,1161602,Proteobacteria,1
NC_015592.1,70499,Proteobacteria,1
NC_015595.1,123733,Proteobacteria,1
NC_015597.1,256269,Proteobacteria,2
NC_015598.1,194769,Firmicutes,0
NC_015599.1,54205,Proteobacteria,0
NC_015603.1,46296,Firmicutes,1
NC_015632.1,14930,Euryarchaeota,0
NC_015657.1,5448,Actinobacteria,0
NC_015658.1,436718,Euryarchaeota,1
NC_015659.1,68763,Euryarchaeota,0
NC_015661.1,19638,Firmicutes,0
NC_015664.1,12355,Actinobacteria,0
NC_015665.1,80849,Firmicutes,0
NC_015667.1,181778,Euryarchaeota,0
NC_015670.1,52076,Proteobacteria,0
NC_015679.1,4085,Bacteroidetes,0
NC_015685.1,167269,Proteobacteria,1
NC_015686.1,191996,Firmicutes,1
NC_015688.1,11123,Firmicutes,0
NC_015689.1,133057,Proteobacteria,2
NC_015693.1,106999,Bacteroidetes,0
NC_015694.1,66926,Bacteroidetes,0
NC_015695.1,38784,Bacteroidetes,0
NC_015698.1,14173,Firmicutes,0
NC_015699.1,7047,Firmicutes,0
NC_015700.1,12160,Firmicutes,0
NC_015701.1,19059,Firmicutes,0
NC_015704.1,93527,Bacteroidetes,0
NC_015705.1,44754,Bacteroidetes,0
NC_015708.1,97600,Proteobacteria,1
NC_015712.1,67479,Firmicutes,1
NC_015715.1,37387,Proteobacteria,0
NC_015716.1,34161,Proteobacteria,0
NC_015724.1,424140,Proteobacteria,1
NC_015727.1,1499175,Proteobacteria,4
NC_015728.1,83129,Proteobacteria,0
NC_015729.1,63532,Proteobacteria,0
NC_015741.1,93578,Proteobacteria,1
NC_015742.1,183612,Proteobacteria,1
NC_015756.1,18992,Firmicutes,0
NC_015845.1,28699,Firmicutes,0
NC_015849.1,3825,Firmicutes,0
NC_015851.1,251782,Proteobacteria,0
NC_015852.1,9778,Proteobacteria,0
NC_015853.1,14110,Proteobacteria,0
NC_015854.1,29704,Proteobacteria,0
NC_015855.1,133451,Proteobacteria,0
NC_015860.1,6382,Firmicutes,0
NC_015861.1,19244,Firmicutes,0
NC_015862.1,48978,Firmicutes,0
NC_015863.1,23395,Firmicutes,0
NC_015864.1,28546,Firmicutes,0
NC_015872.1,35947,Proteobacteria,0
NC_015876.1,4727,Firmicutes,0
NC_015900.1,18977,Firmicutes,0
NC_015901.1,22166,Firmicutes,0
NC_015902.1,53876,Firmicutes,0
NC_015903.1,30294,Spirochaetes,0
NC_015904.1,30529,Spirochaetes,0
NC_015905.1,30092,Spirochaetes,0
NC_015906.1,66242,Spirochaetes,0
NC_015907.1,26473,Spirochaetes,0
NC_015908.1,30547,Spirochaetes,0
NC_015909.1,29936,Spirochaetes,0
NC_015910.1,30767,Spirochaetes,0
NC_015911.1,10209,Spirochaetes,0
NC_015912.1,21728,Firmicutes,0
NC_015915.1,27137,Spirochaetes,0
NC_015916.1,24945,Spirochaetes,0
NC_015917.1,27319,Spirochaetes,0
NC_015918.1,30502,Spirochaetes,0
NC_015919.1,55219,Spirochaetes,0
NC_015920.1,29448,Spirochaetes,0
NC_015922.1,23029,Spirochaetes,0
NC_015944.1,405816,Euryarchaeota,0
NC_015950.1,10302,Bacteroidetes,0
NC_015951.1,290055,Actinobacteria,2
NC_015952.1,191151,Actinobacteria,1
NC_015956.1,11704,Bacteroidetes,0
NC_015963.1,166725,Proteobacteria,1
NC_015965.1,93185,Proteobacteria,0
NC_015967.1,3137,Bacteroidetes,0
NC_015969.1,32574,Proteobacteria,0
NC_015970.1,105449,Bacteroidetes,0
NC_015971.1,6825,Firmicutes,0
NC_015973.1,4967,Firmicutes,0
NC_015974.1,148801,Proteobacteria,1
NC_015979.1,58739,Firmicutes,0
NC_015980.1,18715,Firmicutes,0
NC_016000.1,18779,Proteobacteria,0
NC_016009.1,19557,Firmicutes,0
NC_016021.1,76071,Proteobacteria,0
NC_016022.1,4776,Proteobacteria,0
NC_016028.1,28572,Proteobacteria,0
NC_016029.1,4615,Proteobacteria,0
NC_016030.1,2218,Proteobacteria,0
NC_016034.1,2707,Firmicutes,0
NC_016035.1,3424,Firmicutes,0
NC_016036.1,61093,Proteobacteria,0
NC_016037.1,255866,Proteobacteria,0
NC_016039.1,70060,Proteobacteria,0
NC_016040.1,59212,Firmicutes,0
NC_016042.1,16181,Firmicutes,0
NC_016045.1,1471,Firmicutes,0
NC_016049.1,7646,Euryarchaeota,0
NC_016053.1,41102,Proteobacteria,0
NC_016054.1,7122,Firmicutes,0
NC_016079.1,4050,Proteobacteria,0
NC_016108.1,128415,Proteobacteria,0
NC_016113.1,1809491,Actinobacteria,16
NC_016137.1,1719,Firmicutes,0
NC_016138.1,123322,Proteobacteria,0
NC_016139.1,4019,Firmicutes,0
NC_016140.1,2407,Firmicutes,0
NC_016150.1,3088,Bacteroidetes,0
NC_016151.1,6720,Proteobacteria,0
NC_016515.1,63653,Proteobacteria,0
NC_016585.1,1040425,Proteobacteria,2
NC_016586.1,750123,Proteobacteria,4
NC_016587.1,645253,Proteobacteria,1
NC_016588.1,295744,Proteobacteria,0
NC_016594.1,1766028,Proteobacteria,3
NC_016595.1,778798,Proteobacteria,1
NC_016596.1,690334,Proteobacteria,0
NC_016597.1,167364,Proteobacteria,0
NC_016598.1,3816,Bacteroidetes,0
NC_016600.1,45552,Actinobacteria,0
NC_016601.1,66907,Actinobacteria,0
NC_016606.1,2450,Firmicutes,0
NC_016607.1,23136,Firmicutes,0
NC_016608.1,36338,Firmicutes,0
NC_016611.1,6900,Proteobacteria,0
NC_016615.1,5000,Actinobacteria,0
NC_016618.1,912449,Proteobacteria,2
NC_016619.1,191828,Proteobacteria,0
NC_016623.1,648491,Proteobacteria,2
NC_016624.1,478032,Proteobacteria,0
NC_016634.1,19716,Deinococcus-Thermus,0
NC_016635.1,1815,Firmicutes,0
NC_016636.1,17830,Firmicutes,0
NC_016637.1,11991,Euryarchaeota,0
NC_016643.1,36907,Firmicutes,0
NC_016644.1,81814,Proteobacteria,0
NC_016646.1,441112,Proteobacteria,1
NC_016746.1,8462,Proteobacteria,0
NC_016747.1,4245,Proteobacteria,0
NC_016772.1,47972,Firmicutes,0
NC_016773.1,5436,Firmicutes,0
NC_016774.1,3091,Firmicutes,0
NC_016780.1,10288,Firmicutes,0
NC_016792.1,270082,Firmicutes,1
NC_016793.1,3869,Firmicutes,0
NC_016794.1,55304,Firmicutes,0
NC_016813.1,24036,Proteobacteria,0
NC_016814.1,144082,Proteobacteria,0
NC_016815.1,2096125,Proteobacteria,4
NC_016817.1,302599,Proteobacteria,1
NC_016819.1,115487,Proteobacteria,0
NC_016820.2,35428,Firmicutes,0
NC_016821.2,24548,Firmicutes,0
NC_016823.1,5153,Proteobacteria,0
NC_016824.1,2089,Proteobacteria,0
NC_016825.1,181431,Proteobacteria,0
NC_016827.2,37252,Firmicutes,0
NC_016828.2,19293,Firmicutes,0
NC_016833.1,215774,Proteobacteria,0
NC_016834.1,8953,Proteobacteria,0
NC_016835.1,463906,Proteobacteria,1
NC_016836.1,61880,Proteobacteria,0
NC_016837.1,19829,Firmicutes,0
NC_016838.1,122799,Proteobacteria,0
NC_016839.1,105974,Proteobacteria,0
NC_016840.1,3751,Proteobacteria,0
NC_016841.1,1308,Proteobacteria,0
NC_016846.1,111195,Proteobacteria,0
NC_016847.1,3353,Proteobacteria,0
NC_016849.1,6903,Proteobacteria,0
NC_016850.1,32073,Proteobacteria,0
NC_016851.1,76221,Proteobacteria,0
NC_016852.1,8979,Proteobacteria,0
NC_016853.1,48951,Proteobacteria,0
NC_016855.1,93832,Proteobacteria,0
NC_016858.1,93842,Proteobacteria,0
NC_016859.1,8688,Proteobacteria,0
NC_016864.1,93277,Proteobacteria,0
NC_016900.1,4255,Proteobacteria,0
NC_016905.1,80698,Proteobacteria,0
NC_016907.1,174494,Actinobacteria,0
NC_016936.1,54948,Bacteroidetes,0
NC_016939.1,15000,Proteobacteria,0
NC_016942.1,24853,Firmicutes,0
NC_016966.1,220824,Proteobacteria,0
NC_016967.1,68058,Firmicutes,0
NC_016968.1,79291,Proteobacteria,0
NC_016969.1,4536,Firmicutes,0
NC_016970.1,12948,Firmicutes,0
NC_016971.1,14006,Firmicutes,0
NC_016972.1,73285,Actinobacteria,0
NC_016973.1,5265,Proteobacteria,0
NC_016974.1,178277,Proteobacteria,0
NC_016975.1,7604,Firmicutes,0
NC_016976.1,170810,Proteobacteria,0
NC_016977.1,2252,Proteobacteria,0
NC_016978.1,84204,Proteobacteria,0
NC_016979.1,5247,Proteobacteria,0
NC_016980.1,267242,Proteobacteria,0
NC_016981.1,4572,Firmicutes,0
NC_016982.1,68798,Firmicutes,1
NC_016983.1,204052,Proteobacteria,0
NC_017017.1,18800,Firmicutes,1
NC_017018.1,16067,Firmicutes,0
NC_017019.1,33246,Firmicutes,0
NC_017020.1,31974,Proteobacteria,0
NC_017021.1,22851,Proteobacteria,0
NC_017029.1,18263,Proteobacteria,0
NC_017035.1,5360,Proteobacteria,0
NC_017041.1,26610,Proteobacteria,0
NC_017054.1,93877,Proteobacteria,0
NC_017055.1,15099,Proteobacteria,0
NC_017060.1,570951,Proteobacteria,1
NC_017064.1,5289,Proteobacteria,0
NC_017069.1,72893,Firmicutes,0
NC_017070.1,29913,Firmicutes,0
NC_017071.1,4693,Firmicutes,0
NC_017072.1,2614,Firmicutes,0
NC_017073.1,73380,Firmicutes,0
NC_017074.1,35182,Firmicutes,0
NC_017076.1,94348,Firmicutes,0
NC_017077.1,29781,Firmicutes,0
NC_017078.1,285449,Firmicutes,0
NC_017081.1,81157,Planctomycetes,0
NC_017092.1,8406,Proteobacteria,0
NC_017097.1,9005,Proteobacteria,0
NC_017101.1,191427,Proteobacteria,0
NC_017102.1,3204,Proteobacteria,0
NC_017103.1,3035,Proteobacteria,0
NC_017104.1,191799,Proteobacteria,0
NC_017105.1,182940,Proteobacteria,0
NC_017106.1,3204,Proteobacteria,0
NC_017107.1,3035,Proteobacteria,0
NC_017109.1,1815,Proteobacteria,0
NC_017110.1,49961,Proteobacteria,0
NC_017112.1,1815,Proteobacteria,0
NC_017113.1,182940,Proteobacteria,0
NC_017114.1,49961,Proteobacteria,0
NC_017115.1,3204,Proteobacteria,0
NC_017116.1,3035,Proteobacteria,0
NC_017117.1,191427,Proteobacteria,0
NC_017118.1,182940,Proteobacteria,0
NC_017119.1,49961,Proteobacteria,0
NC_017120.1,3035,Proteobacteria,0
NC_017122.1,182940,Proteobacteria,0
NC_017123.1,3204,Proteobacteria,0
NC_017124.1,1815,Proteobacteria,0
NC_017126.1,182940,Proteobacteria,0
NC_017127.1,49961,Proteobacteria,0
NC_017128.1,3035,Proteobacteria,0
NC_017129.1,1815,Proteobacteria,0
NC_017130.1,191419,Proteobacteria,0
NC_017131.1,182940,Proteobacteria,0
NC_017132.1,3204,Proteobacteria,0
NC_017133.1,1815,Proteobacteria,0
NC_017134.1,191443,Proteobacteria,0
NC_017135.1,49961,Proteobacteria,0
NC_017136.1,191411,Proteobacteria,0
NC_017137.1,1815,Proteobacteria,0
NC_017139.1,74613,Firmicutes,0
NC_017140.1,9699,Firmicutes,0
NC_017141.1,7006,Firmicutes,0
NC_017142.1,3204,Proteobacteria,0
NC_017143.1,191427,Proteobacteria,0
NC_017144.1,3035,Proteobacteria,0
NC_017145.1,3204,Proteobacteria,0
NC_017147.1,49961,Proteobacteria,0
NC_017148.1,3035,Proteobacteria,0
NC_017149.1,182940,Proteobacteria,0
NC_017151.1,49961,Proteobacteria,0
NC_017152.1,1815,Proteobacteria,0
NC_017153.1,68342,Proteobacteria,0
NC_017155.1,94249,Proteobacteria,0
NC_017156.1,9611,Proteobacteria,0
NC_017163.1,74451,Proteobacteria,0
NC_017164.1,8041,Proteobacteria,0
NC_017169.1,96210,Proteobacteria,0
NC_017170.1,8431,Proteobacteria,0
NC_017180.1,32479,Proteobacteria,0
NC_017181.1,31692,Proteobacteria,0
NC_017182.1,4023,Proteobacteria,0
NC_017183.1,32283,Proteobacteria,0
NC_017184.1,18461,Proteobacteria,0
NC_017185.1,2750,Proteobacteria,0
NC_017189.1,6758,Firmicutes,0
NC_017193.1,1989,Proteobacteria,0
NC_017194.1,5838,Firmicutes,0
NC_017197.1,2062,Firmicutes,0
NC_017202.1,127885,Firmicutes,1
NC_017203.1,281231,Firmicutes,0
NC_017204.1,51488,Firmicutes,0
NC_017205.1,72074,Firmicutes,0
NC_017206.1,83590,Firmicutes,1
NC_017207.1,8513,Firmicutes,0
NC_017209.1,14860,Firmicutes,0
NC_017210.1,6880,Firmicutes,0
